,_code,pre_score,post_score,score_diff,_student,maxlevel,_object_id,nbhelp,nbteachercall
288,181,22,33,11,Kghx5sF,8,https://py-rates.org/xAPI/activities/helps/ask-teacher,9,
289,181,22,33,11,Kghx5sF,8,https://py-rates.org/xAPI/activities/helps/control,3,
290,181,22,33,11,Kghx5sF,8,https://py-rates.org/xAPI/activities/helps/implementation,7,
291,181,22,33,11,Kghx5sF,8,https://py-rates.org/xAPI/activities/helps/notion,5,
292,181,22,33,11,Kghx5sF,8,https://py-rates.org/xAPI/activities/helps/solution,3,
293,182,44,56,12,QBJQhUi,7,https://py-rates.org/xAPI/activities/helps/ask-teacher,5,
294,182,44,56,12,QBJQhUi,7,https://py-rates.org/xAPI/activities/helps/control,6,
295,182,44,56,12,QBJQhUi,7,https://py-rates.org/xAPI/activities/helps/implementation,6,
296,182,44,56,12,QBJQhUi,7,https://py-rates.org/xAPI/activities/helps/notion,9,
297,182,44,56,12,QBJQhUi,7,https://py-rates.org/xAPI/activities/helps/solution,3,
298,183,89,78,-11,5i1kSBb,5,https://py-rates.org/xAPI/activities/helps/ask-teacher,10,
299,183,89,78,-11,5i1kSBb,5,https://py-rates.org/xAPI/activities/helps/implementation,1,
300,183,89,78,-11,5i1kSBb,5,https://py-rates.org/xAPI/activities/helps/notion,1,
301,183,89,78,-11,5i1kSBb,5,https://py-rates.org/xAPI/activities/helps/solution,1,
302,184,56,78,22,Rc7fzsk,6,https://py-rates.org/xAPI/activities/helps/ask-teacher,17,
303,184,56,78,22,Rc7fzsk,6,https://py-rates.org/xAPI/activities/helps/control,5,
304,184,56,78,22,Rc7fzsk,6,https://py-rates.org/xAPI/activities/helps/implementation,11,
305,184,56,78,22,Rc7fzsk,6,https://py-rates.org/xAPI/activities/helps/notion,7,
306,184,56,78,22,Rc7fzsk,6,https://py-rates.org/xAPI/activities/helps/solution,6,
307,185,22,44,22,xsjXHTr,4,https://py-rates.org/xAPI/activities/helps/ask-teacher,2,
308,185,22,44,22,xsjXHTr,4,https://py-rates.org/xAPI/activities/helps/implementation,2,
309,185,22,44,22,xsjXHTr,4,https://py-rates.org/xAPI/activities/helps/notion,2,
310,185,22,44,22,xsjXHTr,4,https://py-rates.org/xAPI/activities/helps/solution,1,
311,186,56,78,22,NNQkRm6,7,https://py-rates.org/xAPI/activities/helps/ask-teacher,3,
312,186,56,78,22,NNQkRm6,7,https://py-rates.org/xAPI/activities/helps/control,2,
313,186,56,78,22,NNQkRm6,7,https://py-rates.org/xAPI/activities/helps/implementation,4,
314,186,56,78,22,NNQkRm6,7,https://py-rates.org/xAPI/activities/helps/notion,5,
315,186,56,78,22,NNQkRm6,7,https://py-rates.org/xAPI/activities/helps/solution,5,
316,187,33,67,34,31qtd55,7,https://py-rates.org/xAPI/activities/helps/ask-teacher,10,
317,187,33,67,34,31qtd55,7,https://py-rates.org/xAPI/activities/helps/control,6,
318,187,33,67,34,31qtd55,7,https://py-rates.org/xAPI/activities/helps/implementation,14,
319,187,33,67,34,31qtd55,7,https://py-rates.org/xAPI/activities/helps/notion,6,
320,187,33,67,34,31qtd55,7,https://py-rates.org/xAPI/activities/helps/solution,12,
321,188,56,56,0,Xq4sCnC,6,https://py-rates.org/xAPI/activities/helps/ask-teacher,24,
322,188,56,56,0,Xq4sCnC,6,https://py-rates.org/xAPI/activities/helps/control,3,
323,188,56,56,0,Xq4sCnC,6,https://py-rates.org/xAPI/activities/helps/implementation,10,
324,188,56,56,0,Xq4sCnC,6,https://py-rates.org/xAPI/activities/helps/notion,4,
325,188,56,56,0,Xq4sCnC,6,https://py-rates.org/xAPI/activities/helps/solution,7,
326,189,89,89,0,knZUi9j,8,https://py-rates.org/xAPI/activities/helps/ask-teacher,1,
327,189,89,89,0,knZUi9j,8,https://py-rates.org/xAPI/activities/helps/control,9,
328,189,89,89,0,knZUi9j,8,https://py-rates.org/xAPI/activities/helps/implementation,14,
329,189,89,89,0,knZUi9j,8,https://py-rates.org/xAPI/activities/helps/notion,15,
330,189,89,89,0,knZUi9j,8,https://py-rates.org/xAPI/activities/helps/solution,1,
331,191,56,44,-12,wiHCivb,5,https://py-rates.org/xAPI/activities/helps/ask-teacher,11,
332,191,56,44,-12,wiHCivb,5,https://py-rates.org/xAPI/activities/helps/control,1,
333,191,56,44,-12,wiHCivb,5,https://py-rates.org/xAPI/activities/helps/implementation,3,
334,191,56,44,-12,wiHCivb,5,https://py-rates.org/xAPI/activities/helps/notion,6,
335,192,22,11,-11,BrZE9gb,4,https://py-rates.org/xAPI/activities/helps/ask-teacher,8,
336,192,22,11,-11,BrZE9gb,4,https://py-rates.org/xAPI/activities/helps/control,7,
337,192,22,11,-11,BrZE9gb,4,https://py-rates.org/xAPI/activities/helps/implementation,7,
338,192,22,11,-11,BrZE9gb,4,https://py-rates.org/xAPI/activities/helps/notion,5,
339,192,22,11,-11,BrZE9gb,4,https://py-rates.org/xAPI/activities/helps/solution,5,
340,193,33,67,34,frDXaJe,6,https://py-rates.org/xAPI/activities/helps/ask-teacher,3,
341,193,33,67,34,frDXaJe,6,https://py-rates.org/xAPI/activities/helps/control,4,
342,193,33,67,34,frDXaJe,6,https://py-rates.org/xAPI/activities/helps/implementation,1,
343,193,33,67,34,frDXaJe,6,https://py-rates.org/xAPI/activities/helps/notion,2,
344,193,33,67,34,frDXaJe,6,https://py-rates.org/xAPI/activities/helps/solution,2,
345,194,22,22,0,TNuTSL9,5,https://py-rates.org/xAPI/activities/helps/ask-teacher,12,
346,194,22,22,0,TNuTSL9,5,https://py-rates.org/xAPI/activities/helps/control,2,
347,194,22,22,0,TNuTSL9,5,https://py-rates.org/xAPI/activities/helps/implementation,1,
348,194,22,22,0,TNuTSL9,5,https://py-rates.org/xAPI/activities/helps/notion,5,
349,196,44,56,12,MdDEGEH,3,https://py-rates.org/xAPI/activities/helps/ask-teacher,25,
350,196,44,56,12,MdDEGEH,3,https://py-rates.org/xAPI/activities/helps/control,5,
351,196,44,56,12,MdDEGEH,3,https://py-rates.org/xAPI/activities/helps/implementation,8,
352,196,44,56,12,MdDEGEH,3,https://py-rates.org/xAPI/activities/helps/notion,1,
353,196,44,56,12,MdDEGEH,3,https://py-rates.org/xAPI/activities/helps/solution,4,
354,197,56,44,-12,SyyH6nL,6,https://py-rates.org/xAPI/activities/helps/ask-teacher,9,
355,197,56,44,-12,SyyH6nL,6,https://py-rates.org/xAPI/activities/helps/control,6,
356,197,56,44,-12,SyyH6nL,6,https://py-rates.org/xAPI/activities/helps/implementation,9,
357,197,56,44,-12,SyyH6nL,6,https://py-rates.org/xAPI/activities/helps/notion,3,
358,197,56,44,-12,SyyH6nL,6,https://py-rates.org/xAPI/activities/helps/solution,9,
359,198,56,67,11,1EW366S,4,https://py-rates.org/xAPI/activities/helps/ask-teacher,20,
360,198,56,67,11,1EW366S,4,https://py-rates.org/xAPI/activities/helps/implementation,3,
361,198,56,67,11,1EW366S,4,https://py-rates.org/xAPI/activities/helps/notion,2,
362,199,11,44,33,w2KSW3v,5,https://py-rates.org/xAPI/activities/helps/ask-teacher,19,
363,199,11,44,33,w2KSW3v,5,https://py-rates.org/xAPI/activities/helps/control,4,
364,199,11,44,33,w2KSW3v,5,https://py-rates.org/xAPI/activities/helps/implementation,5,
365,199,11,44,33,w2KSW3v,5,https://py-rates.org/xAPI/activities/helps/notion,6,
366,199,11,44,33,w2KSW3v,5,https://py-rates.org/xAPI/activities/helps/solution,1,
367,200,22,22,0,qLZkHmB,5,https://py-rates.org/xAPI/activities/helps/ask-teacher,13,
368,200,22,22,0,qLZkHmB,5,https://py-rates.org/xAPI/activities/helps/control,1,
369,200,22,22,0,qLZkHmB,5,https://py-rates.org/xAPI/activities/helps/implementation,7,
370,200,22,22,0,qLZkHmB,5,https://py-rates.org/xAPI/activities/helps/notion,7,
371,200,22,22,0,qLZkHmB,5,https://py-rates.org/xAPI/activities/helps/solution,5,
372,201,44,44,0,gxm3XXt,7,https://py-rates.org/xAPI/activities/helps/ask-teacher,18,
373,201,44,44,0,gxm3XXt,7,https://py-rates.org/xAPI/activities/helps/control,6,
374,201,44,44,0,gxm3XXt,7,https://py-rates.org/xAPI/activities/helps/implementation,4,
375,201,44,44,0,gxm3XXt,7,https://py-rates.org/xAPI/activities/helps/notion,5,
376,201,44,44,0,gxm3XXt,7,https://py-rates.org/xAPI/activities/helps/solution,6,
377,202,78,78,0,HD5cH6U,8,https://py-rates.org/xAPI/activities/helps/ask-teacher,10,
378,202,78,78,0,HD5cH6U,8,https://py-rates.org/xAPI/activities/helps/control,5,
379,202,78,78,0,HD5cH6U,8,https://py-rates.org/xAPI/activities/helps/implementation,6,
380,202,78,78,0,HD5cH6U,8,https://py-rates.org/xAPI/activities/helps/notion,4,
381,202,78,78,0,HD5cH6U,8,https://py-rates.org/xAPI/activities/helps/solution,3,
382,203,67,56,-11,23RC8Fu,3,https://py-rates.org/xAPI/activities/helps/implementation,3,
383,204,33,22,-11,yZkhr3X,3,https://py-rates.org/xAPI/activities/helps/ask-teacher,19,
384,204,33,22,-11,yZkhr3X,3,https://py-rates.org/xAPI/activities/helps/control,8,
385,204,33,22,-11,yZkhr3X,3,https://py-rates.org/xAPI/activities/helps/implementation,3,
386,204,33,22,-11,yZkhr3X,3,https://py-rates.org/xAPI/activities/helps/notion,2,
387,204,33,22,-11,yZkhr3X,3,https://py-rates.org/xAPI/activities/helps/solution,3,
